treat	econ_hard	depress1	sex	age	occp	marital	nonwhite	educ	income	job_seek	depress2	mastery	treat_num	job_dich	job_disc
1	3.67	2.91	0	33.32055	5	2	0	2	4	5.0	1.2727273	4.5916667	1.0	1.0	4.0
1	4.0	2.36	0	30.665754	5	1	0	2	2	2.3333333	1.9090909	2.8111112	1.0	0.0	1.0
0	2.67	1.0	1	39.8	6	1	1	2	3	3.3333333	1.0	3.8194444	0.0	0.0	2.0
0	2.67	2.0	1	41.550686	3	2	0	3	3	2.8333333	1.0909091	3.7444444	0.0	0.0	2.0
1	3.67	1.36	0	30.375343	6	2	0	2	5	4.5	1.0909091	4.4333334	1.0	1.0	4.0
0	3.0	2.09	1	37.68219	1	1	0	3	2	4.8333335	1.7272727	4.086111	0.0	1.0	4.0
1	3.33	3.0	1	25.49863	3	1	0	2	4	4.1666665	2.6363637	3.7555556	1.0	1.0	3.0
0	3.0	2.18	1	50.556164	2	4	0	2	3	4.1666665	2.909091	3.8972223	0.0	1.0	3.0
1	1.67	2.55	1	29.2	2	2	0	4	5	4.8333335	1.0909091	4.286111	1.0	1.0	4.0
1	3.33	2.0	0	30.758904	6	1	1	2	1	3.6666667	2.1818182	3.5972223	1.0	0.0	3.0
1	3.0	1.9	1	24.871233	3	1	0	4	1	3.3333333	2.3	3.0277777	1.0	0.0	2.0
1	4.0	2.36	0	20.126028	5	1	0	2	1	4.5	2.0	3.75	1.0	1.0	4.0
1	1.0	1.0	1	47.221916	6	2	0	2	5	3.0	1.9090909	2.975	1.0	0.0	2.0
1	2.0	2.64	1	49.780823	6	4	0	1	4	5.0	3.0	4.733333	1.0	1.0	4.0
1	1.33	1.27	1	27.356165	2	2	0	5	5	4.3333335	1.5454545	4.211111	1.0	1.0	3.0
1	1.0	1.0	1	32.31233	6	2	0	2	5	5.0	1.0	4.733333	1.0	1.0	4.0
1	2.0	1.73	1	28.550686	7	2	0	2	2	3.5	1.6363636	3.875	1.0	0.0	3.0
0	3.67	1.27	1	34.12055	6	1	0	2	2	3.8333333	2.909091	3.1944444	0.0	0.0	3.0
0	2.0	2.09	1	39.10411	7	1	0	4	3	2.0	2.090909	2.825	0.0	0.0	1.0
1	2.67	1.0	1	25.019178	6	1	0	2	1	3.5	1.6363636	3.925	1.0	0.0	3.0
1	2.67	1.55	1	21.126028	3	1	0	3	5	3.3333333	1.1818181	3.7453704	1.0	0.0	2.0
0	2.0	1.91	0	42.813698	1	2	0	5	2	4.8333335	1.9090909	4.102778	0.0	1.0	4.0
1	1.67	1.82	1	35.49041	6	2	0	4	5	3.5	2.7272727	3.7666667	1.0	0.0	3.0
1	3.33	2.36	0	60.63014	1	2	0	5	5	5.0	1.1818181	4.4166665	1.0	1.0	4.0
0	1.67	1.73	0	41.353424	6	4	0	3	2	3.1666667	1.9090909	2.9972222	0.0	0.0	2.0
1	3.0	2.82	1	60.561646	3	5	0	3	2	1.0	1.0	2.4583333	1.0	0.0	1.0
1	4.0	1.0	0	47.19452	2	2	0	4	5	5.0	1.0	4.6583333	1.0	1.0	4.0
1	5.0	2.55	0	49.852055	4	4	1	2	2	4.0	2.2727273	3.775	1.0	1.0	3.0
0	4.67	2.82	0	41.375343	6	2	0	2	3	3.8333333	1.7272727	3.461111	0.0	0.0	3.0
1	3.0	2.27	1	37.564384	3	1	0	2	1	4.3333335	1.1818181	4.1944447	1.0	1.0	3.0
0	4.0	1.91	0	52.32055	6	2	0	2	3	3.6666667	1.7272727	4.0305557	0.0	0.0	3.0
1	5.0	2.27	0	32.08219	3	1	0	3	4	5.0	1.8181819	4.1	1.0	1.0	4.0
1	2.0	1.27	0	39.12055	6	1	1	3	3	4.6666665	3.5454545	3.4555554	1.0	1.0	4.0
1	3.0	1.4	0	31.69863	7	2	0	3	3	4.1666665	1.0	4.0555553	1.0	1.0	3.0
0	1.33	1.4	1	16.528767	7	1	0	1	1	4.1666665	1.2727273	3.4722223	0.0	1.0	3.0
1	1.33	1.09	0	26.50137	3	1	0	4	2	4.0	1.0909091	3.775	1.0	1.0	3.0
0	2.67	1.6	0	62.175343	1	2	0	4	3	3.8333333	1.5454545	3.886111	0.0	0.0	3.0
1	3.0	1.27	1	51.334248	7	2	1	2	3	4.6666665	1.0	4.2555556	1.0	1.0	4.0
1	4.33	1.18	1	56.40274	1	2	0	3	5	4.0	1.3636364	3.775	1.0	1.0	3.0
1	1.33	1.55	0	42.80274	1	2	1	5	5	3.8333333	1.4545455	4.5111113	1.0	0.0	3.0
1	2.67	2.36	0	27.794521	6	1	1	3	1	1.8333334	1.9090909	2.4777777	1.0	0.0	1.0
0	1.33	1.55	1	43.336987	3	2	0	5	5	3.8333333	1.7272727	3.661111	0.0	0.0	3.0
1	3.0	1.2	1	60.378082	7	4	0	2	2	5.0	1.2	4.633333	1.0	1.0	4.0
1	3.0	2.09	0	51.20274	4	2	0	4	5	4.8333335	1.7272727	4.211111	1.0	1.0	4.0
1	2.67	1.91	0	25.0	6	1	1	2	1	2.6666667	1.3636364	3.2305555	1.0	0.0	2.0
1	3.0	1.91	1	27.931507	2	2	0	3	5	5.0	1.0909091	4.5333333	1.0	1.0	4.0
1	3.67	2.64	1	45.70685	1	2	0	5	3	4.0	3.2727273	3.1416667	1.0	1.0	3.0
1	2.67	1.18	0	44.041096	4	2	0	4	4	4.5	1.3636364	4.4333334	1.0	1.0	4.0
0	2.33	2.0	0	72.479454	4	2	0	5	3	4.3333335	2.6363637	3.7361112	0.0	1.0	3.0
0	2.33	1.27	0	63.994522	1	2	0	3	4	3.5	1.3636364	3.7666667	0.0	0.0	3.0
1	3.67	1.18	1	28.40548	4	4	0	2	2	5.0	1.0	4.4666667	1.0	1.0	4.0
0	2.67	1.27	0	37.717808	5	3	1	2	3	4.6666665	1.3636364	4.272222	0.0	1.0	4.0
1	3.0	1.45	0	35.70685	4	2	0	5	4	4.3333335	1.1818181	4.2777777	1.0	1.0	3.0
0	4.67	1.45	1	24.827396	3	1	1	2	1	5.0	1.0	4.491667	0.0	1.0	4.0
1	3.33	2.36	1	32.40822	2	4	0	4	3	5.0	1.6363636	4.141667	1.0	1.0	4.0
0	1.0	1.0	1	60.10411	3	2	0	3	5	2.8333333	1.0909091	3.6111112	0.0	0.0	2.0
0	2.67	1.36	0	44.868492	1	2	1	3	5	3.3333333	1.0909091	2.7944446	0.0	0.0	2.0
1	1.33	1.73	1	41.59452	1	2	0	4	5	4.6666665	1.5454545	4.213889	1.0	1.0	4.0
1	3.67	1.36	0	32.813698	7	1	0	3	2	4.3333335	1.8181819	4.336111	1.0	1.0	3.0
1	4.0	2.18	0	54.780823	1	2	0	2	5	3.6666667	2.0	3.4222221	1.0	0.0	3.0
1	2.0	1.91	1	47.347946	3	4	0	4	2	4.1666665	2.3636363	4.013889	1.0	1.0	3.0
1	3.33	1.45	1	35.728767	3	2	0	4	4	3.5	2.3636363	3.6166666	1.0	0.0	3.0
1	4.33	2.64	0	45.980824	4	4	0	5	5	4.3333335	2.1818182	4.5027776	1.0	1.0	3.0
1	2.67	2.18	1	44.40548	1	4	0	3	2	5.0	1.2727273	4.5666666	1.0	1.0	4.0
1	3.0	1.27	0	23.739725	2	1	0	4	1	4.0	2.6363637	3.95	1.0	1.0	3.0
0	2.0	1.09	1	40.89041	3	2	0	3	5	5.0	1.0	4.358333	0.0	1.0	4.0
0	3.67	1.82	0	31.693151	1	1	0	5	1	4.1666665	2.090909	3.6222222	0.0	1.0	3.0
1	3.67	2.18	1	30.345205	5	4	0	3	2	5.0	2.4545455	4.2916665	1.0	1.0	4.0
1	3.0	2.2	0	53.02466	2	2	0	3	5	4.3333335	2.0	3.411111	1.0	1.0	3.0
0	3.67	1.73	0	28.452055	5	2	0	2	2	4.6666665	1.7272727	4.3472223	0.0	1.0	4.0
0	2.33	1.55	1	52.49589	7	2	0	2	3	3.8333333	1.6363636	3.461111	0.0	0.0	3.0
1	3.0	1.73	1	50.08767	3	2	0	3	3	4.1666665	1.8181819	3.8055556	1.0	1.0	3.0
1	4.33	1.09	1	28.863014	2	2	0	4	5	5.0	1.1818181	4.6	1.0	1.0	4.0
0	3.33	2.91	1	57.246574	1	4	0	3	2	3.8333333	1.8181819	4.2194443	0.0	0.0	3.0
1	2.33	1.91	1	53.238358	3	4	0	2	2	4.0	2.0	4.2	1.0	1.0	3.0
1	2.67	1.4	0	63.057533	1	2	0	3	5	4.0	1.1818181	4.15	1.0	1.0	3.0
0	4.33	1.09	0	34.567123	4	4	0	3	3	4.6666665	2.2727273	3.3305554	0.0	1.0	4.0
1	4.33	1.73	1	46.10411	4	4	0	2	3	4.0	1.5454545	4.225	1.0	1.0	3.0
1	3.33	1.36	0	28.509588	2	2	0	3	3	4.5	1.0	4.5666666	1.0	1.0	4.0
1	2.67	2.09	1	46.47945	3	2	0	2	4	4.0	1.2727273	3.75	1.0	1.0	3.0
1	4.33	2.09	0	43.134247	3	2	0	4	3	4.3333335	1.1818181	4.0277777	1.0	1.0	3.0
1	2.67	1.36	0	24.50411	5	1	0	3	3	4.1666665	2.090909	4.0055556	1.0	1.0	3.0
1	4.33	2.73	1	29.668493	1	1	0	3	2	4.3333335	2.4545455	4.286111	1.0	1.0	3.0
1	3.0	2.73	1	26.260275	4	1	0	4	2	4.8333335	3.0	4.161111	1.0	1.0	4.0
1	2.33	2.09	1	18.832876	3	1	0	2	1	4.0	2.7272727	3.2416666	1.0	1.0	3.0
1	3.0	1.55	1	46.649315	1	2	0	5	3	5.0	1.4545455	4.633333	1.0	1.0	4.0
1	2.67	1.36	0	38.065754	2	2	0	5	5	4.6666665	1.2727273	4.0805554	1.0	1.0	4.0
0	2.67	1.3	1	53.51233	2	2	0	2	2	4.6666665	1.0	4.338889	0.0	1.0	4.0
1	3.67	2.64	1	23.772602	2	1	0	4	2	3.1666667	3.5454545	3.2305555	1.0	0.0	2.0
0	5.0	2.25	0	58.21096	2	2	0	1	5	5.0	1.1818181	3.6	0.0	1.0	4.0
0	3.0	1.91	1	32.860275	2	2	0	2	3	3.6666667	3.1818182	3.538889	0.0	0.0	3.0
1	4.33	2.55	0	39.09315	5	4	0	3	2	3.8333333	3.0	3.5194445	1.0	0.0	3.0
0	3.0	2.36	0	25.30959	6	1	0	2	1	4.3333335	3.2727273	3.4777777	0.0	1.0	3.0
1	4.0	2.82	1	43.71233	2	4	0	2	2	3.1666667	1.8181819	3.3472223	1.0	0.0	2.0
1	1.33	1.0	1	50.10959	4	2	0	2	5	4.0	1.0	4.2	1.0	1.0	3.0
0	2.67	1.73	0	26.41644	1	1	0	3	2	4.1666665	1.6363636	4.0055556	0.0	1.0	3.0
1	5.0	2.82	1	43.08219	6	4	0	2	2	5.0	2.0	4.1833334	1.0	1.0	4.0
1	3.0	1.91	1	46.739727	3	1	0	3	3	3.1666667	1.4545455	3.288889	1.0	0.0	2.0
0	3.67	2.09	1	46.843834	4	4	0	3	2	4.0	1.7272727	3.8333333	0.0	1.0	3.0
1	3.33	1.0	0	48.2137	2	2	1	3	5	4.6666665	1.0	4.4805555	1.0	1.0	4.0
1	5.0	1.91	0	30.49863	5	1	0	1	2	3.1666667	1.8181819	3.4972222	1.0	0.0	2.0
1	5.0	2.64	1	39.958904	3	4	0	3	1	3.1666667	1.8181819	3.5222223	1.0	0.0	2.0
1	3.67	1.82	0	59.70137	5	2	0	2	3	4.0	1.4545455	3.8333333	1.0	1.0	3.0
0	3.33	2.09	1	31.673973	3	1	0	3	3	4.0	1.7272727	3.2916667	0.0	1.0	3.0
1	3.0	1.73	0	29.68493	1	2	0	5	4	4.1666665	2.3636363	3.6722221	1.0	1.0	3.0
1	3.67	1.0	0	30.339725	5	4	0	3	2	4.6666665	1.0	4.6555557	1.0	1.0	4.0
1	3.0	2.33	0	39.769863	7	2	1	4	2	3.8333333	1.2727273	3.536111	1.0	0.0	3.0
1	4.0	1.36	1	38.2	1	2	0	4	1	4.5	1.4545455	4.1916666	1.0	1.0	4.0
1	2.33	2.0	0	40.66849	2	4	0	5	3	4.1666665	2.6363637	3.4388888	1.0	1.0	3.0
1	1.67	1.09	0	23.271233	6	1	0	2	2	3.8333333	1.0	3.9444444	1.0	0.0	3.0
1	2.0	1.09	0	26.0	2	1	0	2	5	4.1666665	1.2727273	3.7638888	1.0	1.0	3.0
1	2.67	2.64	1	34.772602	2	1	0	4	4	4.0	2.1818182	3.8333333	1.0	1.0	3.0
1	2.67	1.82	0	56.29863	6	2	0	2	3	3.3333333	1.0	3.8694444	1.0	0.0	2.0
0	2.67	1.91	1	31.30959	2	2	0	3	5	3.0	2.5454545	3.0666666	0.0	0.0	2.0
0	2.67	2.0	1	26.745205	7	2	0	1	4	3.5	1.8181819	3.575	0.0	0.0	3.0
1	2.67	1.0	0	35.89589	1	2	1	5	4	3.8333333	1.6363636	3.7277777	1.0	0.0	3.0
0	3.67	1.91	0	22.961643	5	1	0	2	4	3.5	1.0	3.6916666	0.0	0.0	3.0
1	3.33	2.27	0	45.169865	1	1	0	4	4	3.5	2.0	3.4916666	1.0	0.0	3.0
1	2.67	2.0	1	44.99726	1	2	0	5	3	3.6666667	1.9090909	3.6388888	1.0	0.0	3.0
0	2.67	1.18	1	51.68219	3	2	0	2	3	5.0	1.0909091	4.6	0.0	1.0	4.0
1	3.33	1.45	0	36.449314	6	1	0	5	5	3.8333333	1.3636364	3.6194444	1.0	0.0	3.0
0	2.67	2.0	1	52.736988	3	5	0	3	2	3.5	1.0909091	3.375	0.0	0.0	3.0
1	2.67	1.0	0	25.150684	6	1	0	1	1	4.0	1.6363636	3.8083334	1.0	1.0	3.0
1	1.0	1.0	1	37.30411	4	1	1	4	3	5.0	1.0	4.866667	1.0	1.0	4.0
1	4.33	2.36	0	55.353424	6	2	1	3	1	3.3333333	1.7272727	3.7361112	1.0	0.0	2.0
1	1.67	1.18	1	32.19452	3	4	0	3	3	3.1666667	1.5454545	3.3472223	1.0	0.0	2.0
1	2.67	1.6	0	26.7863	1	2	0	4	5	5.0	1.0909091	4.5833335	1.0	1.0	4.0
1	4.33	3.0	1	49.410957	5	4	0	3	2	4.0	1.7272727	4.125	1.0	1.0	3.0
0	4.0	2.2	1	32.70411	1	1	1	4	1	4.6666665	1.3636364	4.413889	0.0	1.0	4.0
1	3.0	1.27	1	27.616438	1	4	0	3	3	5.0	1.1818181	4.633333	1.0	1.0	4.0
0	3.33	1.64	0	35.372604	2	1	0	2	2	4.3333335	1.8181819	4.3444443	0.0	1.0	3.0
0	3.0	2.09	0	24.523287	7	4	0	3	1	3.6666667	2.090909	3.7972221	0.0	0.0	3.0
1	3.33	2.0	0	53.10959	1	2	0	3	3	3.8333333	1.6363636	3.4527779	1.0	0.0	3.0
1	4.0	1.73	0	22.528767	5	2	0	2	1	3.1666667	1.1818181	3.3972223	1.0	0.0	2.0
0	3.0	1.18	0	22.142466	5	1	0	2	3	4.0	1.4545455	4.138889	0.0	1.0	3.0
1	2.67	1.0	1	35.950684	1	2	0	2	4	4.1666665	1.0909091	4.2222223	1.0	1.0	3.0
1	2.67	1.45	0	45.19452	3	2	0	4	1	3.6666667	1.6	3.7222223	1.0	0.0	3.0
1	2.0	1.73	1	36.375343	5	2	0	2	5	3.1666667	1.6363636	3.3305554	1.0	0.0	2.0
0	3.0	2.36	1	38.9863	7	2	1	2	3	4.3333335	1.6363636	3.786111	0.0	1.0	3.0
1	2.33	1.45	1	57.50685	3	1	0	2	2	3.6666667	1.2	4.0055556	1.0	0.0	3.0
1	3.0	1.18	0	24.794521	6	1	0	2	3	4.5	1.1818181	4.366667	1.0	1.0	4.0
1	3.67	2.55	0	49.27397	6	3	0	2	1	3.1666667	1.4545455	3.0138888	1.0	0.0	2.0
1	2.67	1.36	0	44.89041	2	2	0	5	4	4.6666665	1.0	4.5555553	1.0	1.0	4.0
0	2.0	1.18	1	47.736988	6	4	0	2	3	4.0	1.1818181	4.1666665	0.0	1.0	3.0
1	3.67	1.91	0	32.89863	5	1	0	1	1	3.3333333	1.9090909	3.1111112	1.0	0.0	2.0
0	3.33	2.64	1	42.156166	3	2	0	3	3	4.3333335	2.1818182	4.2694445	0.0	1.0	3.0
1	1.0	1.27	0	42.238358	6	2	0	3	3	3.8333333	1.2727273	3.3666666	1.0	0.0	3.0
1	3.0	2.45	0	37.90137	6	2	0	3	3	4.6666665	1.6363636	4.4888887	1.0	1.0	4.0
0	5.0	1.18	0	56.30959	5	2	0	1	3	4.8333335	1.4545455	4.711111	0.0	1.0	4.0
1	2.0	1.55	1	28.70685	1	1	1	5	1	4.8333335	1.8181819	4.327778	1.0	1.0	4.0
1	3.0	2.55	1	33.89315	2	1	0	5	3	2.8333333	2.4545455	2.7277777	1.0	0.0	2.0
1	2.0	2.27	1	41.208218	3	3	0	2	4	5.0	2.7272727	3.9333334	1.0	1.0	4.0
1	3.0	2.09	0	24.986301	5	1	0	3	3	3.6666667	1.8181819	3.988889	1.0	0.0	3.0
0	1.33	2.27	1	30.435616	3	2	0	4	5	2.1666667	1.8181819	2.5472221	0.0	0.0	1.0
0	4.0	2.1	1	33.72603	1	1	1	3	3	3.6666667	1.8181819	3.538889	0.0	0.0	3.0
0	3.33	2.36	0	29.632877	6	2	0	1	2	2.8333333	2.4545455	2.7944446	0.0	0.0	2.0
1	3.0	1.18	0	43.80274	7	4	0	2	2	4.3333335	1.4545455	4.3944445	1.0	1.0	3.0
0	1.33	2.55	1	32.60274	6	2	0	2	4	3.6666667	1.1818181	3.6222222	0.0	0.0	3.0
0	2.33	1.27	1	26.328768	2	1	0	4	2	4.5	1.7272727	4.241667	0.0	1.0	4.0
1	4.0	1.45	1	44.838356	7	4	0	3	1	4.0	1.4545455	3.8666666	1.0	1.0	3.0
0	3.67	1.73	1	20.693151	1	1	0	3	2	4.1666665	1.9090909	3.9305556	0.0	1.0	3.0
0	1.67	1.45	1	48.156166	1	2	0	5	5	4.1666665	1.6363636	3.7638888	0.0	1.0	3.0
1	3.67	1.73	0	30.008219	7	2	1	2	1	4.3333335	1.7272727	4.0444446	1.0	1.0	3.0
0	3.33	1.09	1	37.769863	3	4	0	2	1	5.0	1.0	4.4	0.0	1.0	4.0
0	2.33	1.45	1	21.873972	3	1	0	2	3	3.0	1.5454545	3.0416667	0.0	0.0	2.0
1	2.67	2.0	0	37.68767	1	1	0	3	2	3.8333333	1.6363636	3.961111	1.0	0.0	3.0
1	1.0	1.73	1	37.134247	2	4	0	5	3	3.8333333	2.0	4.077778	1.0	0.0	3.0
1	2.33	1.82	1	22.824657	3	1	0	4	2	3.0	1.2727273	3.575	1.0	0.0	2.0
1	3.33	2.91	1	24.093151	3	1	1	2	1	4.0	2.6363637	3.3083334	1.0	1.0	3.0
1	1.67	2.44	0	55.61918	3	2	0	5	3	3.5	1.7272727	3.4083333	1.0	0.0	3.0
0	3.0	2.18	1	29.457535	1	2	0	5	5	4.1666665	1.2727273	4.3555555	0.0	1.0	3.0
1	2.0	2.0	0	35.643837	2	2	0	3	3	4.0	1.3636364	4.0833335	1.0	1.0	3.0
0	2.0	1.6	1	42.92877	1	4	0	5	4	4.0	1.8	3.9083333	0.0	1.0	3.0
1	2.33	1.55	0	27.421917	7	1	0	1	1	3.3333333	1.0	3.3694444	1.0	0.0	2.0
0	3.67	1.45	1	36.16712	3	2	0	3	2	5.0	1.0	4.3	0.0	1.0	4.0
0	3.67	1.09	1	45.0	4	4	0	5	5	5.0	1.2727273	5.0	0.0	1.0	4.0
1	3.67	1.09	1	29.408218	3	2	0	2	5	4.0	1.2727273	3.775	1.0	1.0	3.0
1	2.33	2.0	1	35.835617	6	2	0	2	4	4.8333335	2.0	4.2694445	1.0	1.0	4.0
1	4.0	2.6	1	50.528767	1	1	0	4	2	2.6666667	3.3636363	2.8055556	1.0	0.0	2.0
0	3.33	1.18	0	48.5863	1	2	1	2	5	4.8333335	1.1818181	4.5111113	0.0	1.0	4.0
0	2.33	2.64	1	22.80822	4	1	0	4	3	4.0	3.090909	3.3333333	0.0	1.0	3.0
1	4.33	2.18	0	31.865753	1	2	1	3	3	4.0	1.6363636	3.8333333	1.0	1.0	3.0
1	3.67	2.73	0	44.70685	5	2	0	2	3	5.0	1.1818181	4.241667	1.0	1.0	4.0
1	3.33	2.18	1	43.48767	1	4	0	3	2	4.8333335	1.3636364	4.8444443	1.0	1.0	4.0
1	2.67	2.27	1	23.358904	1	1	0	5	3	4.0	1.1818181	3.55	1.0	1.0	3.0
1	1.67	1.27	0	24.263014	7	1	0	2	4	1.0	1.5454545	2.8333333	1.0	0.0	1.0
0	4.0	2.36	1	43.40548	1	1	0	5	2	3.5	3.0	3.0416667	0.0	0.0	3.0
1	2.0	1.45	1	24.693151	7	1	1	2	1	4.6666665	1.0909091	3.9067461	1.0	1.0	4.0
1	4.33	2.27	1	26.238356	6	4	0	3	2	3.3333333	2.090909	3.8694444	1.0	0.0	2.0
1	3.0	1.45	0	30.463015	4	2	1	5	5	4.8333335	1.0	4.436111	1.0	1.0	4.0
0	3.0	3.0	1	37.057533	2	4	0	2	5	4.3333335	2.909091	3.1944444	0.0	1.0	3.0
1	3.67	2.09	1	28.964384	1	4	0	4	1	3.8333333	2.2727273	3.6194444	1.0	0.0	3.0
1	1.67	2.09	1	23.276712	3	1	0	4	3	3.6666667	1.9090909	3.7055554	1.0	0.0	3.0
1	3.0	1.18	0	32.956165	7	1	1	3	2	4.3333335	1.2727273	4.3694444	1.0	1.0	3.0
0	4.0	3.0	0	31.99452	6	1	1	3	1	3.3333333	1.5454545	3.261111	0.0	0.0	2.0
1	5.0	1.17	0	58.361645	2	4	0	2	5	3.0	1.4545455	3.6	1.0	0.0	2.0
1	2.67	1.09	1	45.227398	5	4	0	2	5	1.0	1.5454545	2.775	1.0	0.0	1.0
1	3.0	2.09	1	50.80548	3	2	0	2	5	4.1666665	3.4545455	3.4722223	1.0	1.0	3.0
1	2.0	1.27	1	47.39726	1	3	0	5	5	4.3333335	3.0	4.3444443	1.0	1.0	3.0
0	4.0	1.91	0	40.550686	2	2	1	5	1	3.0	2.0	3.4083333	0.0	0.0	2.0
1	3.33	2.18	0	40.20548	2	2	0	3	5	3.0	2.7272727	3.0916667	1.0	0.0	2.0
1	1.67	1.27	1	45.372604	4	4	0	2	1	3.0	1.6363636	3.6916666	1.0	0.0	2.0
1	5.0	2.27	1	38.48767	1	4	0	2	1	5.0	2.8181818	4.008333	1.0	1.0	4.0
0	3.33	3.0	1	46.728767	6	4	1	2	1	4.3333335	3.090909	4.111111	0.0	1.0	3.0
1	2.67	1.82	0	30.093151	4	2	0	5	2	3.3333333	1.4545455	3.8777778	1.0	0.0	2.0
0	3.33	2.0	1	44.717808	3	4	0	2	2	5.0	1.0	4.45	0.0	1.0	4.0
1	3.33	1.8	1	56.569862	1	4	0	4	2	2.8333333	2.4	3.0444446	1.0	0.0	2.0
1	1.67	1.45	0	47.569862	1	2	0	4	5	3.6666667	1.3636364	4.3805556	1.0	0.0	3.0
1	3.67	1.45	1	34.873974	3	1	1	3	2	5.0	1.0	4.6666665	1.0	1.0	4.0
0	5.0	2.2	0	32.016438	3	2	0	1	3	3.0	1.9090909	3.4166667	0.0	0.0	2.0
1	3.33	2.45	0	53.58356	1	2	1	5	3	4.0	1.7272727	3.8166666	1.0	1.0	3.0
1	5.0	2.83	0	42.632877	5	2	0	2	3	3.8333333	2.2727273	3.5944445	1.0	0.0	3.0
1	1.67	1.45	1	59.019176	4	2	0	2	3	3.6666667	1.1818181	4.147222	1.0	0.0	3.0
0	2.33	1.0	0	36.060272	4	2	0	4	5	4.3333335	1.0	4.3777776	0.0	1.0	3.0
1	1.0	2.36	0	52.40822	2	2	0	3	5	4.0	1.1818181	3.7833333	1.0	1.0	3.0
0	3.33	1.91	0	37.419178	6	2	0	2	3	4.6666665	2.090909	4.1805553	0.0	1.0	4.0
1	2.67	1.64	1	36.58356	3	1	0	2	3	4.0	1.8181819	3.6333334	1.0	1.0	3.0
0	4.33	1.45	1	22.227398	4	1	1	3	5	5.0	1.1818181	4.45	0.0	1.0	4.0
0	1.67	1.45	1	61.649315	3	4	0	5	4	4.1666665	1.9090909	4.038889	0.0	1.0	3.0
0	2.67	2.18	0	38.2137	5	4	0	3	2	4.5	1.1818181	4.258333	0.0	1.0	4.0
1	2.0	1.64	1	37.279453	2	2	0	2	5	4.5	1.2727273	4.4666667	1.0	1.0	4.0
1	2.33	1.27	0	32.731506	1	4	1	4	3	4.1666665	1.1818181	4.4305553	1.0	1.0	3.0
1	2.67	1.82	0	58.961643	3	2	0	5	2	4.0	1.9090909	4.075	1.0	1.0	3.0
1	3.67	1.09	1	26.863014	3	1	1	3	1	4.8333335	1.4545455	4.4027777	1.0	1.0	4.0
1	1.67	1.7	0	37.663013	4	2	0	5	5	4.8333335	1.0909091	4.536111	1.0	1.0	4.0
1	3.0	1.73	0	45.49863	4	2	0	5	3	4.5	1.6363636	4.1583333	1.0	1.0	4.0
1	1.67	1.64	1	40.68219	4	2	0	4	5	4.6666665	1.2727273	4.1555557	1.0	1.0	4.0
1	1.67	2.55	0	47.410957	1	2	0	3	4	5.0	1.0909091	4.8	1.0	1.0	4.0
1	3.67	1.91	1	40.12055	3	2	0	5	5	2.5	3.0	2.975	1.0	0.0	2.0
0	4.67	2.45	0	45.326027	2	2	0	4	5	3.3333333	1.6363636	3.6444445	0.0	0.0	2.0
0	1.0	2.73	0	45.945206	5	2	0	5	5	3.3333333	1.2727273	3.5777779	0.0	0.0	2.0
0	1.67	1.09	0	32.90137	6	2	0	5	2	3.6666667	1.1818181	4.3055553	0.0	0.0	3.0
0	1.67	1.0	1	29.29589	2	4	0	2	4	3.5	1.1818181	4.008333	0.0	0.0	3.0
0	2.33	1.18	1	60.057533	2	2	0	3	4	3.6666667	1.9090909	3.5722222	0.0	0.0	3.0
1	2.0	2.0	0	20.857534	1	1	0	3	1	2.1666667	1.1818181	3.5638888	1.0	0.0	1.0
1	2.33	2.45	1	49.627396	6	2	0	2	5	3.5	2.6363637	3.7166667	1.0	0.0	3.0
1	2.67	1.0	1	49.079453	3	2	0	2	5	4.0	1.0	4.2916665	1.0	1.0	3.0
1	4.67	2.73	1	29.934246	2	1	0	3	3	4.5	4.5454545	3.3083334	1.0	1.0	4.0
1	4.0	2.0	1	49.279453	4	4	0	1	2	3.8333333	1.1818181	3.886111	1.0	0.0	3.0
0	1.33	2.18	1	20.038357	7	1	0	1	3	3.8333333	1.7272727	3.6527777	0.0	0.0	3.0
0	2.0	1.64	1	27.260275	2	2	0	3	3	5.0	1.7272727	4.2380953	0.0	1.0	4.0
0	2.33	2.09	0	25.936987	1	2	0	3	2	3.6666667	2.909091	3.3888888	0.0	0.0	3.0
0	4.33	2.45	1	44.90685	2	4	0	3	2	5.0	1.9090909	4.5333333	0.0	1.0	4.0
1	2.33	1.18	1	32.4274	3	2	0	3	3	4.5	2.090909	4.2083335	1.0	1.0	4.0
0	3.67	2.09	0	26.726027	5	1	0	2	2	3.8333333	1.1	3.8444445	0.0	0.0	3.0
0	3.33	1.36	0	30.920547	3	1	0	4	1	3.1666667	1.6363636	3.7555556	0.0	0.0	2.0
1	2.67	1.82	0	52.90685	1	2	0	4	4	4.8333335	2.0	4.1277776	1.0	1.0	4.0
1	3.67	1.73	0	32.438354	2	2	0	2	3	4.5	1.4545455	4.3	1.0	1.0	4.0
1	5.0	2.45	1	43.745205	3	4	0	4	2	4.6666665	1.3636364	4.1138887	1.0	1.0	4.0
0	2.0	2.82	1	44.153423	3	2	0	3	5	3.1666667	3.0	2.8555555	0.0	0.0	2.0
1	3.0	2.3	1	54.739727	6	4	0	2	1	4.5	2.8181818	4.0416665	1.0	1.0	4.0
1	4.67	2.91	1	24.558905	2	4	0	3	2	5.0	2.090909	4.0333333	1.0	1.0	4.0
